id,name,lastname,email,gender,age,phone,document,documentNumber,isClient,district,qualification,isIndependent,occupation,company,sector,annualSalary,hasDebt,totalDebtAmount,hasBlacklist,creditScore,creditLine,requestedAmount,term,quota,creditType,agreedAmount,interestRate,authorizer,store,timestamp
552,Vincenz,Keogh,vkeoghfb@prweb.com,Male,21,652 453 2462,CE,35840104,false,Santa María del Mar,APROBADO,false,Software Engineer IV,Oyoyo,Finance,155527,true,25522,false,0.44,99604,202048,39,5180,HIPOTECARIO,219475,0.13,vkeoghfb,Lince,2023-07-30 23:46:30
553,Irvin,Pittman,ipittmanfc@aol.com,Male,50,904 243 4680,DNI,46433029,true,Villa el Salvador,APROBADO,true,Recruiting Manager,null,null,451851,false,null,false,0.36,21990,198227,47,4217,HIPOTECARIO,192294,0.54,ipittmanfc,San borja,2023-07-30 23:46:30
554,Hephzibah,Griffitt,hgriffittfd@live.com,Female,62,232 164 1939,CE,97521750,true,San borja,INVESTIGADO,true,VP Quality Control,null,null,923692,true,38204,false,0.57,84769,181808,14,12986,COMERCIAL,126339,0.41,hgriffittfd,Los olivos,2023-07-30 23:46:30
555,Dorisa,Coling,dcolingfe@vk.com,Female,34,880 818 2221,DNI,49171507,false,San Miguel,INVESTIGADO,false,Office Assistant I,Jabbertype,Technology,682991,true,86963,false,0.71,44095,207419,28,7407,ESTUDIOS,223737,0.44,dcolingfe,Villa el Salvador,2023-07-30 23:46:30
556,Irvine,Vlahos,ivlahosff@google.it,Male,25,755 255 1754,DNI,23490630,true,El agustino,APROBADO,false,Recruiter,Flashspan,n/a,807758,true,37413,true,0.28,97873,54373,53,1025,COMERCIAL,38057,0.46,ivlahosff,Ate,2023-07-30 23:46:30
557,Georgeanna,Lorek,glorekfg@aboutads.info,Female,58,824 631 7125,CE,52180475,false,La molina,INVESTIGADO,false,Database Administrator III,Twitterwire,Health Care,707723,true,16492,true,0.58,37575,148783,40,3719,HIPOTECARIO,167366,0.53,glorekfg,Punta hermosa,2023-07-30 23:46:30
558,Karoly,Toderini,ktoderinifh@dyndns.org,Female,59,640 985 0275,CE,16336060,true,Breña,INVESTIGADO,true,VP Product Management,null,null,701448,false,null,false,0.97,73621,53095,12,4424,HIPOTECARIO,214103,0.48,ktoderinifh,Santa María del Mar,2023-07-30 23:46:30
559,Darrick,Ferroli,dferrolifi@yahoo.co.jp,Male,62,303 727 3329,CE,63006710,true,Lince,INVESTIGADO,false,Food Chemist,Zoombeat,Capital Goods,111376,false,null,true,0.52,31398,105805,17,6223,HIPOTECARIO,205538,0.47,dferrolifi,Chaclacayo,2023-07-30 23:46:30
560,Ingrim,Tissington,itissingtonfj@ed.gov,Genderfluid,42,,PASSPORT,96794792,true,,RECHAZADO,true,VP Quality Control,null,,200928,true,13598,false,0.58,28641,240243,54,4448,VEHICULAR,291779,0.29,itissingtonfj,Punta hermosa,2023-07-30 23:46:30
561,Chloe,Pendlington,cpendlingtonfk@canalblog.com,Female,57,627 621 9913,CE,75969785,true,Comas,RECHAZADO,true,Account Representative I,null,null,471900,true,31700,false,0.54,26248,121862,19,6413,COMERCIAL,61108,0.46,,Santa María del Mar,2023-07-30 23:46:30
562,Danna,McIlmorow,dmcilmorowfl@pbs.org,Female,52,853 510 8730,PASSPORT,50841181,true,Lurigancho,APROBADO,false,Nuclear Power Engineer,Twitterbridge,n/a,159167,false,null,true,0.8,59354,168853,49,3445,PERSONAL,12994,0.64,,Santa Anita,2023-07-30 23:46:30
563,Corrie,Hains,chainsfm@ow.ly,Female,29,647 969 5107,DNI,27142206,true,Chaclacayo,INVESTIGADO,true,Recruiter,null,null,204120,false,null,false,0.84,11401,222568,13,17120,COMERCIAL,209105,0.64,chainsfm,Santa María del Mar,2023-07-30 23:46:30
564,Laurie,Engelmann,lengelmannfn@nih.gov,Female,32,597 321 6105,CE,16550400,true,San isidro,INVESTIGADO,true,Engineer I,null,null,30749,false,null,true,0.2,38687,46749,48,973,COMERCIAL,264177,0.44,lengelmannfn,Breña,2023-07-30 23:46:30
565,Boot,Heddon,bheddonfo@rambler.ru,Male,52,,PASSPORT,77866729,false,San isidro,INVESTIGADO,true,Project Manager,null,,546710,true,83751,false,0.43,30940,95212,22,4327,HIPOTECARIO,161283,0.43,bheddonfo,Ate,2023-07-30 23:46:30
566,Dean,Woolhouse,dwoolhousefp@symantec.com,Male,65,991 679 5651,CE,15530854,false,Carabayllo,APROBADO,true,Budget/Accounting Analyst II,null,null,866825,false,null,false,0.93,79934,216707,38,5702,COMERCIAL,245273,0.22,dwoolhousefp,Lurín,2023-07-30 23:46:30
567,Nell,Prinn,nprinnfq@hexun.com,Female,18,536 562 6422,DNI,69791924,true,Lince,RECHAZADO,false,Senior Quality Engineer,Fivechat,Technology,94166,true,40918,false,0.11,9441,6765,22,307,COMERCIAL,185749,0.35,nprinnfq,Pachacámac,2023-07-30 23:46:30
568,Ashien,Vasyunin,avasyuninfr@cbslocal.com,Polygender,33,311 914 6909,PASSPORT,14940945,false,,APROBADO,false,Administrative Assistant II,Rooxo,Technology,928333,true,3308,true,0.73,77491,242438,31,7820,PERSONAL,229637,0.54,avasyuninfr,San Luis,2023-07-30 23:46:30
569,Silvan,Gaunt,sgauntfs@diigo.com,Male,18,975 370 5671,DNI,97062156,false,Jesús maría,APROBADO,true,Research Nurse,null,null,20029,false,null,false,0.83,16130,51203,18,2844,HIPOTECARIO,236385,0.47,sgauntfs,Rímac,2023-07-30 23:46:30
570,Alphonse,Keble,akebleft@scientificamerican.com,Genderqueer,20,541 422 1965,PASSPORT,47233154,false,Comas,RECHAZADO,true,Dental Hygienist,null,null,695260,false,null,false,0.99,7336,158345,23,6884,HIPOTECARIO,163937,0.2,akebleft,San isidro,2023-07-30 23:46:30
571,Bjorn,Borgesio,bborgesiofu@tamu.edu,Male,24,815 717 6150,CE,15874293,true,San Luis,INVESTIGADO,true,Quality Engineer,null,null,344670,false,null,false,0.18,81204,169502,58,2922,ESTUDIOS,208466,0.25,bborgesiofu,San Luis,2023-07-30 23:46:30
572,Karlee,Doberer,kdobererfv@cmu.edu,Female,47,880 753 4704,DNI,95396283,false,Independencia,RECHAZADO,true,Desktop Support Technician,null,null,926019,true,70992,false,0.54,28462,130539,44,2966,VEHICULAR,296520,0.24,kdobererfv,Lince,2023-07-30 23:46:30
573,Carolin,Pomfrey,cpomfreyfw@gravatar.com,Female,27,,PASSPORT,16929141,false,Santa Anita,RECHAZADO,true,Assistant Media Planner,null,null,251362,true,99186,true,0.62,8619,286940,23,12475,HIPOTECARIO,72054,0.54,,San Juan de Miraflores,2023-07-30 23:46:30
574,Ludovika,Gherardi,,Female,50,,PASSPORT,61126594,true,Cercado de Lima,RECHAZADO,false,Senior Developer,Katz,Basic Industries,963685,true,9267,true,0.29,61935,24969,17,1468,VEHICULAR,205068,0.47,lgherardifx,Surquillo,2023-07-30 23:46:30
575,Anetta,Moubray,amoubrayfy@weather.com,Female,58,931 232 3931,DNI,94830110,true,San Luis,INVESTIGADO,false,Help Desk Operator,Avaveo,Basic Industries,674465,true,46629,true,0.65,58100,130738,20,6536,ESTUDIOS,46967,0.37,,San Martin de Porres,2023-07-30 23:46:30
576,Zoe,Bewly,zbewlyfz@yahoo.co.jp,Female,25,782 415 3218,DNI,80617823,true,Comas,INVESTIGADO,false,Financial Advisor,Topiczoom,Health Care,98876,false,null,false,0.73,47904,197449,47,4201,PERSONAL,194591,0.5,zbewlyfz,Barranco,2023-07-30 23:46:30
577,Torrey,Millwater,tmillwaterg0@sciencedaily.com,Male,38,893 827 4449,CE,99007402,true,,INVESTIGADO,true,Programmer Analyst I,null,null,558589,true,28505,false,0.69,99199,223338,21,10635,HIPOTECARIO,179267,0.45,tmillwaterg0,La molina,2023-07-30 23:46:30
578,Michaella,Spencer,mspencerg1@clickbank.net,Female,40,,DNI,45956029,false,San Juan de Lurigancho,INVESTIGADO,true,Food Chemist,null,null,776470,false,null,false,0.52,4322,223596,29,7710,HIPOTECARIO,148747,0.49,mspencerg1,Cercado de Lima,2023-07-30 23:46:30
579,Tod,Skeldon,tskeldong2@google.fr,Male,33,164 103 9448,PASSPORT,23861417,true,Cercado de Lima,INVESTIGADO,false,Recruiter,Yozio,Finance,175954,false,null,true,0.88,80320,112120,40,2803,ESTUDIOS,113140,0.31,tskeldong2,San bartolo,2023-07-30 23:46:30
580,Xena,Morffew,xmorffewg3@prlog.org,Female,35,300 151 5369,PASSPORT,32451890,true,Miraflores,RECHAZADO,false,Senior Editor,Feedbug,Energy,920433,true,39964,false,0.14,52622,122250,43,2843,PERSONAL,122465,0.55,xmorffewg3,Jesús maría,2023-07-30 23:46:30
581,Fabio,Wannop,fwannopg4@yellowpages.com,Male,61,891 587 0414,CE,56259581,false,San isidro,INVESTIGADO,false,Nurse,Youfeed,Health Care,100940,false,null,false,0.56,91739,9852,56,175,COMERCIAL,295835,0.15,,Chorrillos,2023-07-30 23:46:30
582,Bradan,Pearsall,,Male,19,182 699 5842,DNI,73642775,false,La molina,RECHAZADO,false,Nuclear Power Engineer,Gabcube,Consumer Durables,442807,false,null,true,0.24,42933,88318,39,2264,ESTUDIOS,27651,0.59,bpearsallg5,Lince,2023-07-30 23:46:30
583,Hans,Hallas,hhallasg6@twitter.com,Male,42,807 849 3449,CE,40033114,true,San Juan de Lurigancho,APROBADO,false,Research Assistant II,Geba,Finance,926642,true,96662,false,0.38,74659,288469,46,6271,VEHICULAR,47082,0.17,,Pucusana,2023-07-30 23:46:30
584,Barde,Lipsett,blipsettg7@yolasite.com,Polygender,41,156 412 0484,CE,78663234,true,,APROBADO,true,Account Coordinator,null,null,273208,false,null,true,0.73,40550,203149,25,8125,HIPOTECARIO,107380,0.16,,Magdalena del mar,2023-07-30 23:46:30
585,Kalinda,Coomes,kcoomesg8@zdnet.com,Female,40,140 421 1088,DNI,81234737,false,San Miguel,INVESTIGADO,false,Recruiting Manager,Realcube,n/a,583289,true,49628,false,0.48,94840,259216,50,5184,ESTUDIOS,298441,0.58,,Santiago de Surco,2023-07-30 23:46:30
586,Allegra,Rimmer,arimmerg9@npr.org,Genderqueer,46,454 249 3083,PASSPORT,25005592,true,La victoria,APROBADO,false,Social Worker,Voomm,n/a,838197,true,37862,false,0.98,49558,214337,48,4465,ESTUDIOS,231042,0.4,arimmerg9,Santa Anita,2023-07-30 23:46:30
587,Chicky,Ben,,Female,24,214 840 8571,DNI,57207258,true,San borja,RECHAZADO,true,Executive Secretary,null,null,198800,true,61494,false,0.78,31009,277555,29,9570,VEHICULAR,37490,0.6,cbenga,Carabayllo,2023-07-30 23:46:30
588,Emmerich,Barnwill,ebarnwillgb@hhs.gov,Male,34,328 587 0860,PASSPORT,33021668,true,San Juan de Miraflores,RECHAZADO,true,Senior Sales Associate,null,null,819021,false,null,true,0.37,41234,251685,30,8389,COMERCIAL,43370,0.64,ebarnwillgb,Cercado de Lima,2023-07-30 23:46:30
589,Loralee,Hedling,lhedlinggc@deliciousdays.com,Female,34,404 439 9424,CE,18370796,true,Villa Maria del Triunfo,APROBADO,false,VP Accounting,Photofeed,Consumer Services,518395,true,20006,false,0.59,61734,155316,26,5973,PERSONAL,125330,0.21,lhedlinggc,Ancón,2023-07-30 23:46:30
590,Odilia,Steuhlmeyer,osteuhlmeyergd@ebay.com,Female,20,181 367 6118,PASSPORT,61899752,false,Ate,APROBADO,false,Web Developer I,Eare,,448607,false,null,false,0.78,76331,31802,30,1060,HIPOTECARIO,246485,0.16,,Cieneguilla,2023-07-30 23:46:30
591,Reggy,Goricke,rgorickege@rakuten.co.jp,Male,43,231 552 1278,CE,86316146,true,Santiago de Surco,APROBADO,true,Staff Accountant IV,null,null,23421,true,56818,false,0.24,81464,112167,58,1933,ESTUDIOS,92174,0.55,rgorickege,Chorrillos,2023-07-30 23:46:30
592,Vail,Dollin,,Male,18,130 643 3483,CE,67306731,true,Jesús maría,INVESTIGADO,true,Assistant Manager,null,null,950121,true,86426,false,0.39,57599,105443,50,2108,HIPOTECARIO,11560,0.45,,Miraflores,2023-07-30 23:46:30
593,Karyn,Shippard,kshippardgg@ebay.com,Female,61,704 270 2550,CE,87207085,true,Comas,APROBADO,true,Librarian,null,null,564269,true,73416,false,0.59,38002,242750,36,6743,COMERCIAL,182544,0.52,kshippardgg,Jesús maría,2023-07-30 23:46:30
594,Latrena,Keith,lkeithgh@eepurl.com,Female,41,829 885 4813,PASSPORT,19500911,false,,INVESTIGADO,false,Assistant Professor,Jetwire,,914627,true,60603,false,0.42,90764,261432,24,10893,COMERCIAL,212891,0.27,lkeithgh,Cieneguilla,2023-07-30 23:46:30
595,Rip,Derrell,rderrellgi@craigslist.org,Genderqueer,41,231 761 6885,PASSPORT,67561816,false,San Martin de Porres,APROBADO,false,Administrative Officer,Tazzy,Energy,778627,false,null,false,0.96,65646,150866,25,6034,COMERCIAL,210304,0.29,rderrellgi,Surquillo,2023-07-30 23:46:30
596,Ware,Sibray,,Male,65,588 876 7033,CE,89810347,false,Breña,APROBADO,false,Registered Nurse,Jabbertype,,335762,true,72818,true,0.97,90296,156900,18,8716,PERSONAL,23916,0.16,wsibraygj,Santa Anita,2023-07-30 23:46:30
597,Cher,Dellar,cdellargk@a8.net,Female,59,826 511 6486,PASSPORT,69633244,false,Santa María del Mar,INVESTIGADO,true,Geological Engineer,null,null,321301,false,null,false,0.16,85577,7427,33,225,ESTUDIOS,37619,0.56,cdellargk,La victoria,2023-07-30 23:46:30
598,Derick,Full,dfullgl@baidu.com,Male,59,612 995 9425,PASSPORT,84197530,false,La molina,APROBADO,false,Desktop Support Technician,Camimbo,Health Care,971233,false,null,true,0.98,86690,50956,27,1887,VEHICULAR,29612,0.28,dfullgl,Villa Maria del Triunfo,2023-07-30 23:46:30
599,Janaya,Jillions,jjillionsgm@pinterest.com,Female,33,312 839 3676,DNI,61772392,false,Pueblo libre,APROBADO,false,Human Resources Assistant I,Twitterbeat,n/a,85159,true,73384,true,0.39,43483,291590,13,22430,HIPOTECARIO,18759,0.39,jjillionsgm,Punta hermosa,2023-07-30 23:46:30
600,Garrott,Milne,gmilnegn@wikispaces.com,Male,40,898 400 4474,PASSPORT,70135651,true,Independencia,APROBADO,true,Civil Engineer,null,null,559680,true,53147,true,0.85,45394,122183,35,3490,HIPOTECARIO,215743,0.46,gmilnegn,Santa Anita,2023-07-30 23:46:30
601,Jordon,Gare,jgarego@bluehost.com,Male,62,,DNI,78360519,false,,RECHAZADO,true,Marketing Manager,null,null,273380,true,86776,true,0.66,38761,177222,24,7384,COMERCIAL,90988,0.45,jgarego,San Miguel,2023-07-30 23:46:30
602,Donnie,Bussey,dbusseygp@cbslocal.com,Female,32,805 578 7074,CE,29353861,true,San Juan de Lurigancho,INVESTIGADO,false,VP Product Management,Voomm,Finance,207626,true,81368,true,0.38,21908,94062,33,2850,PERSONAL,239049,0.45,dbusseygp,Los olivos,2023-07-30 23:46:30
603,Shane,Livett,slivettgq@ucoz.ru,Bigender,54,210 761 8443,CE,91614605,true,San Martin de Porres,RECHAZADO,true,Analyst Programmer,null,null,541833,false,null,false,0.41,9705,37309,36,1036,VEHICULAR,60137,0.28,slivettgq,San bartolo,2023-07-30 23:46:30
604,Barbi,Spedroni,bspedronigr@zimbio.com,Female,19,768 100 7010,CE,96784078,true,San Juan de Miraflores,RECHAZADO,false,Geological Engineer,Photolist,,762800,true,95726,false,0.84,5132,152014,26,5846,COMERCIAL,46471,0.54,bspedronigr,Santa María del Mar,2023-07-30 23:46:30
605,Una,Crosfeld,ucrosfeldgs@tiny.cc,Female,42,867 892 3781,PASSPORT,75069477,false,Santa Rosa,APROBADO,false,Help Desk Operator,Meevee,Capital Goods,839980,false,null,true,0.49,18861,114415,38,3010,PERSONAL,103064,0.44,ucrosfeldgs,Villa el Salvador,2023-07-30 23:46:30
606,Hynda,Bellwood,hbellwoodgt@addthis.com,Female,21,569 710 3225,DNI,76038549,true,San Miguel,INVESTIGADO,false,Speech Pathologist,Rhycero,Basic Industries,190632,false,null,true,0.1,89408,15524,14,1108,VEHICULAR,52920,0.22,hbellwoodgt,Lince,2023-07-30 23:46:30
607,Rubi,Tethacot,,Female,62,921 129 9280,CE,51308652,true,Ate,RECHAZADO,true,Civil Engineer,null,null,621038,false,null,true,0.9,83477,169153,41,4125,VEHICULAR,292669,0.29,rtethacotgu,Lurigancho,2023-07-30 23:46:30
608,Quintilla,Allanby,qallanbygv@sphinn.com,Female,64,534 986 0627,PASSPORT,99360942,false,Lurigancho,APROBADO,true,Paralegal,null,null,946077,true,71906,true,0.83,92522,21683,45,481,HIPOTECARIO,9062,0.32,qallanbygv,Magdalena del mar,2023-07-30 23:46:30
609,Isidro,Stoad,istoadgw@a8.net,Male,40,191 841 6072,DNI,88370523,false,Lince,RECHAZADO,true,Associate Professor,null,null,973795,false,null,true,0.75,7080,45430,55,826,COMERCIAL,169580,0.5,istoadgw,San Luis,2023-07-30 23:46:30
610,Zenia,Davidi,zdavidigx@shareasale.com,Female,56,840 317 0222,CE,95016565,false,Independencia,INVESTIGADO,false,Web Developer III,Browseblab,,591261,true,95858,true,0.72,69226,150293,20,7514,HIPOTECARIO,287798,0.19,zdavidigx,Barranco,2023-07-30 23:46:30
611,Rod,Dudleston,rdudlestongy@cmu.edu,Male,44,440 599 1223,DNI,92496968,false,Cercado de Lima,APROBADO,false,Internal Auditor,Mycat,n/a,626496,false,null,true,0.58,59286,237948,35,6798,HIPOTECARIO,53119,0.44,rdudlestongy,Jesús maría,2023-07-30 23:46:30
612,Gradey,Manville,,Male,54,330 894 9443,PASSPORT,23418027,false,Barranco,RECHAZADO,true,Accounting Assistant III,null,null,470311,true,1731,true,0.88,30204,175401,29,6048,PERSONAL,150500,0.39,gmanvillegz,Puente piedra,2023-07-30 23:46:30
613,Jany,Crannis,jcrannish0@surveymonkey.com,Female,53,187 464 7424,DNI,30885800,false,Jesús maría,APROBADO,false,Junior Executive,DabZ,Consumer Services,438206,true,34739,false,0.47,89028,296324,38,7798,COMERCIAL,262956,0.6,,Cieneguilla,2023-07-30 23:46:30
614,Allistir,Siley,asileyh1@comsenz.com,Male,47,779 731 2789,CE,74612052,false,Chorrillos,INVESTIGADO,false,Analog Circuit Design manager,Mynte,Health Care,806007,false,null,false,0.26,64504,186385,24,7766,COMERCIAL,7367,0.23,asileyh1,La molina,2023-07-30 23:46:30
615,Kippy,Battell,kbattellh2@earthlink.net,Male,39,546 764 0127,DNI,33795803,false,,RECHAZADO,true,Civil Engineer,null,null,668970,false,null,true,0.97,81679,117615,54,2178,VEHICULAR,19900,0.57,kbattellh2,Lince,2023-07-30 23:46:30
616,Evvie,Zanitti,ezanittih3@aol.com,Female,43,284 667 9804,PASSPORT,63934694,false,Puente piedra,RECHAZADO,false,Food Chemist,Brightbean,n/a,805447,false,null,true,0.14,28045,82526,31,2662,VEHICULAR,134610,0.46,ezanittih3,San Martin de Porres,2023-07-30 23:46:30
617,Serena,Aronowicz,,Female,57,861 471 2917,PASSPORT,61053182,false,Lurigancho,APROBADO,true,VP Quality Control,null,null,110233,false,null,true,0.12,38655,10137,47,215,VEHICULAR,24171,0.54,saronowiczh4,Independencia,2023-07-30 23:46:30
618,Reginald,Brewett,,Male,57,549 755 5913,PASSPORT,71693067,false,San borja,INVESTIGADO,true,Software Engineer IV,null,null,638346,false,null,true,0.67,15127,296749,54,5495,VEHICULAR,174248,0.12,rbrewetth5,Ate,2023-07-30 23:46:30
619,Art,Adamik,aadamikh6@whitehouse.gov,Male,40,101 721 5352,PASSPORT,52817202,true,Chorrillos,INVESTIGADO,true,Office Assistant II,null,null,585847,false,null,true,0.18,69133,269480,38,7091,VEHICULAR,35699,0.46,aadamikh6,San Juan de Lurigancho,2023-07-30 23:46:30
620,Dominique,Ellwell,dellwellh7@uol.com.br,Male,63,,PASSPORT,36696380,false,Barranco,RECHAZADO,true,Assistant Manager,null,null,760744,false,null,true,0.9,32179,289945,14,20710,PERSONAL,278376,0.14,dellwellh7,Villa el Salvador,2023-07-30 23:46:30
621,Dieter,Scintsbury,dscintsburyh8@ed.gov,Male,27,423 301 1514,DNI,89178522,false,,INVESTIGADO,false,Nuclear Power Engineer,Edgepulse,n/a,476049,true,12300,false,0.24,3301,195777,24,8157,COMERCIAL,113309,0.37,dscintsburyh8,Chaclacayo,2023-07-30 23:46:30
622,Brenda,Hovel,bhovelh9@drupal.org,Female,35,877 962 5877,PASSPORT,85021596,true,Puente piedra,APROBADO,false,Chief Design Engineer,Ntags,Finance,155005,true,91128,false,0.55,38442,143788,31,4638,VEHICULAR,275934,0.37,bhovelh9,Los olivos,2023-07-30 23:46:30
623,Karlene,Busswell,kbusswellha@marketwatch.com,Female,19,973 523 4685,DNI,69707311,true,Villa Maria del Triunfo,APROBADO,true,Administrative Officer,null,null,222140,true,14034,false,0.2,39041,158217,14,11301,HIPOTECARIO,129233,0.22,kbusswellha,San Luis,2023-07-30 23:46:30
624,Shamus,Elgey,selgeyhb@drupal.org,Male,55,,PASSPORT,86499786,true,Punta hermosa,RECHAZADO,true,Human Resources Manager,null,null,843045,true,64613,true,0.85,26764,74715,31,2410,COMERCIAL,290486,0.35,selgeyhb,Punta hermosa,2023-07-30 23:46:30
625,Irita,Golston,igolstonhc@t-online.de,Female,38,283 308 1497,PASSPORT,51356334,false,Magdalena del mar,APROBADO,true,Payment Adjustment Coordinator,null,null,24304,true,52504,false,0.66,45501,179613,55,3265,VEHICULAR,120755,0.65,igolstonhc,Pueblo libre,2023-07-30 23:46:30
626,Gypsy,Gaskell,ggaskellhd@businessinsider.com,Non-binary,61,,PASSPORT,42986501,true,San Juan de Lurigancho,RECHAZADO,true,VP Accounting,null,null,51784,true,72799,true,0.8,9036,122799,26,4723,PERSONAL,286860,0.6,ggaskellhd,Pueblo libre,2023-07-30 23:46:30
627,Debee,Gaskill,,Female,61,,PASSPORT,72173367,true,Barranco,RECHAZADO,true,Administrative Officer,null,null,247687,true,41445,false,0.22,38937,17886,33,542,COMERCIAL,286674,0.49,dgaskillhe,Lurín,2023-07-30 23:46:30
628,Maury,Crawley,,Male,52,984 402 2417,CE,17871901,false,Miraflores,INVESTIGADO,true,Business Systems Development Analyst,null,null,361976,false,null,true,0.55,38494,160536,41,3915,VEHICULAR,30059,0.41,mcrawleyhf,Punta hermosa,2023-07-30 23:46:30
629,Jayne,Noirel,jnoirelhg@sitemeter.com,Female,62,154 957 6859,PASSPORT,79237340,true,Punta hermosa,APROBADO,false,Accounting Assistant I,Skimia,Energy,823164,false,null,false,0.46,21947,68157,17,4009,HIPOTECARIO,142702,0.35,jnoirelhg,Los olivos,2023-07-30 23:46:30
630,Jorge,Braferton,jbrafertonhh@quantcast.com,Male,49,801 406 2301,CE,90733231,false,Carabayllo,INVESTIGADO,false,Environmental Tech,Skyble,,263792,true,92771,true,0.69,30102,14823,16,926,ESTUDIOS,201149,0.59,jbrafertonhh,Pachacámac,2023-07-30 23:46:30
631,Lorelle,Girardengo,lgirardengohi@gmpg.org,Female,31,527 272 3703,CE,50362657,true,Independencia,RECHAZADO,false,Tax Accountant,Dazzlesphere,Health Care,264869,false,null,false,0.77,54920,182864,41,4460,HIPOTECARIO,11205,0.62,lgirardengohi,San Luis,2023-07-30 23:46:30
632,Delila,Garwell,dgarwellhj@zdnet.com,Female,22,221 576 0905,PASSPORT,23168526,false,San bartolo,APROBADO,true,Associate Professor,null,null,820184,true,12116,true,0.51,77285,213531,39,5475,VEHICULAR,120373,0.23,dgarwellhj,San borja,2023-07-30 23:46:30
633,Bamby,Spellar,bspellarhk@mapy.cz,Agender,46,201 940 5332,DNI,99113153,false,Cieneguilla,APROBADO,true,Human Resources Manager,null,null,372590,false,null,true,0.45,76807,33919,54,628,COMERCIAL,118716,0.61,bspellarhk,Miraflores,2023-07-30 23:46:30
634,Dorey,Gowanlock,dgowanlockhl@flickr.com,Male,36,492 376 5101,DNI,91450832,false,San isidro,INVESTIGADO,false,Programmer Analyst I,Yodoo,Health Care,217861,false,null,false,0.9,99137,250529,55,4555,HIPOTECARIO,277445,0.4,dgowanlockhl,Breña,2023-07-30 23:46:30
